id,target
0,0.4974210365685674
1,0.4957828390757021
2,0.4969222735137358
3,0.5005588386752887
4,0.49838660930477396
5,0.4955309736642454
6,0.5020429339509364
7,0.5015482860290705
8,0.4940028280904088
9,0.4981063779592218
10,0.49469311009215505
11,0.5006623881958525
12,0.4987391535944759
13,0.49816694240191284
14,0.49825250073265004
15,0.496544809853752
16,0.49967992336646494
17,0.49409539182565976
18,0.49803798593314325
19,0.4990977992483351
20,0.49872961449956227
21,0.4970383381266478
22,0.4960391240020205
23,0.49406354254175255
24,0.497884712121647
25,0.4941059479565947
26,0.49351198556792025
27,0.49983113459674455
28,0.5026310226630955
29,0.4985831708022462
30,0.49818341907879454
31,0.49780806883954076
32,0.49615704939829935
33,0.493470177878212
34,0.4969646123395613
35,0.4979650311668704
36,0.5010336199011591
37,0.49710644644306845
38,0.49786280429886337
39,0.4996701413643865
40,0.49773715737533925
41,0.49763985244436265
42,0.49999303653388644
43,0.49682840357496205
44,0.4978691587365211
45,0.500053065547225
46,0.49832944091770487
47,0.5004897996700212
48,0.5017863646507971
49,0.49869770486713083
50,0.4971409313249421
51,0.49941211530921525
52,0.4947498094166583
53,0.5011984682568551
54,0.498559076105948
55,0.4998717869197321
56,0.49870321189418854
57,0.4970186498750115
58,0.4958221642155993
59,0.49607537749355113
60,0.49734527078808327
61,0.4988549872871983
62,0.49748956636344893
63,0.5008015433679442
64,0.49482795712534666
65,0.49909285353284355
66,0.5005775452328066
67,0.4971137021973544
68,0.4936006161866707
69,0.4966877199819077
70,0.49750250480953145
71,0.4956672724435552
72,0.49819216972833025
73,0.49478191090633233
74,0.49638919627072636
75,0.4973284301873589
76,0.49889943021497324
77,0.49436575558237195
78,0.4965073281926719
79,0.49846366318654683
80,0.4986299919577707
81,0.49767313726171136
82,0.49762581370976905
83,0.4937852983281222
84,0.49789178157183395
85,0.4949138707229514
86,0.49920062028843737
87,0.49628963748099336
88,0.5007369685274089
89,0.4970948280235774
90,0.49659633329057273
91,0.4962617466420036
92,0.49624588284255694
93,0.4975745272720471
94,0.4981223499131323
95,0.4964058352028069
96,0.49846956731067354
97,0.498924655181366
98,0.49699082368991154
99,0.4994835436656144
100,0.4966432698645675
101,0.4979223928681947
102,0.49684798872713537
103,0.4922707539008791
104,0.4991539921323781
105,0.49834745590040747
106,0.4943032743565683
107,0.49418189708093563
108,0.49837671633873987
109,0.501205246714913
110,0.5003095191389414
111,0.4989974413491401
112,0.49537380155977895
113,0.5013869021405946
114,0.4990997297341598
115,0.4951553599067444
116,0.5000931457933419
117,0.4961472002325814
118,0.5006932617844277
119,0.500431895013347
120,0.49831263341282395
121,0.49663319344132656
122,0.49763920406446766
123,0.5010985952806155
124,0.4976570788175612
125,0.4917562695139344
126,0.4957336684050512
127,0.4983935551619755
128,0.49801921458872284
129,0.49464025888605556
130,0.5020932359768997
131,0.5012022343691391
132,0.49735435104428216
133,0.49854375977781784
134,0.4950347417757582
135,0.4981889709512115
136,0.4992560707779945
137,0.4982141426609535
138,0.5013860648235804
139,0.5006015200118967
140,0.49777761132043774
141,0.4986559633468417
142,0.49895109288683315
143,0.5006179312542227
144,0.49901631538304086
145,0.5002545269013681
146,0.497683358757425
147,0.49685891466739823
148,0.49728237682726606
149,0.49808055622873776
150,0.49728263520551647
151,0.4932826485967854
152,0.4990242234559302
153,0.49726927383918046
154,0.4970320742927426
155,0.49799902392674966
156,0.4925173872954099
157,0.4992475902227209
158,0.5007946953346728
159,0.49648954535878154
160,0.498512822769107
161,0.4969358908967852
162,0.4985460228452022
163,0.49795874356349823
164,0.5002477515176116
165,0.49572440363888887
166,0.5011294216669369
167,0.49952445641105225
168,0.49808675748690906
169,0.5021864715783325
170,0.4977250862889397
171,0.5014545260304567
172,0.49813230900824035
173,0.49781381997176605
174,0.49511489987937973
175,0.4988680691584968
176,0.49626785103221355
177,0.49798412810217535
178,0.49922454594132115
179,0.4989691970267538
180,0.4975125011730018
181,0.49897935996160614
182,0.4976838869826769
183,0.49396001382500576
184,0.4997487207918023
185,0.5017618119624435
186,0.4980268980587326
187,0.49619014176171805
188,0.500006004477314
189,0.49987038192129457
190,0.494010705715951
191,0.4999803428347223
192,0.5001044616368332
193,0.5002613789788574
194,0.4970020174234687
195,0.4955376888057671
196,0.4987965766427263
197,0.5024676263657336
198,0.4999728262035671
199,0.4999303575113266
200,0.4983014656000725
201,0.4974560560215849
202,0.493739560106469
203,0.4979540736807058
204,0.49867410408507445
205,0.4992656963028398
206,0.4999053987346638
207,0.5007415268906462
208,0.49885219629492505
209,0.4989655519078259
210,0.49785885215329373
211,0.49739161438061613
212,0.49584817251814645
213,0.5005100481915677
214,0.49745382935479354
215,0.5011969227692928
216,0.49792745363551777
217,0.4969236763130851
218,0.49455016418440295
219,0.49942520571804966
220,0.49732280373351545
221,0.49603690639707904
222,0.4968787294258169
223,0.49609350132551266
224,0.49653056569050535
225,0.49601064418975344
226,0.4981586561873617
227,0.4960540598440862
228,0.4986715209937156
229,0.4975411370900955
230,0.49591941923154803
231,0.4962693715902875
232,0.49797670661644045
233,0.49540585379082963
234,0.49657455466554523
235,0.4974350881216604
236,0.49556122761637084
237,0.4977745064903145
238,0.5002545981780366
239,0.5041621725058071
240,0.498011009034669
241,0.49516390374753994
242,0.5001237642577661
243,0.49713764208366423
244,0.4986954995360388
245,0.49715040200565486
246,0.49866634899127316
247,0.4984215679141792
248,0.5005300567580476
249,0.4957658393254656
250,0.4967277830996354
251,0.4996164917220399
252,0.4996365883267892
253,0.49805650982216915
254,0.495520549161799
255,0.49618138762459957
256,0.49563830095530836
257,0.49720183788382155
258,0.496534440487059
259,0.5013533768953295
260,0.4967318004986663
261,0.49711972598457344
262,0.4987330941419933
263,0.49771120065542573
264,0.4992782880371384
265,0.4983643469458548
266,0.4963503818608585
267,0.4961621722732237
268,0.49771839653360395
269,0.49847229368724444
270,0.4976671871257002
271,0.49977354451510236
272,0.4979513513515049
273,0.4988634613650094
274,0.5006765980474879
275,0.5009600864993784
276,0.4948219699012925
277,0.49310252931456866
278,0.495926606046653
279,0.49362012311034104
280,0.49683154216704445
281,0.4995196109870337
282,0.4954450004918071
283,0.5007237529290035
284,0.4954259347480692
285,0.494841711612838
286,0.5014959199221483
287,0.49730483099309436
288,0.4955405788089819
289,0.49664117638300853
290,0.5028371546359732
291,0.4966457596239047
292,0.49835102683161614
293,0.5002101493721688
294,0.49696338670085427
295,0.49664606549239854
296,0.5004888401126443
297,0.4956718371639791
298,0.4984158948381771
299,0.49512372281897865
300,0.49661700394097136
301,0.4947715955478148
302,0.49812371147178075
303,0.49753546528687415
304,0.49832937823061035
305,0.4976632491986486
306,0.4985089449753831
307,0.4981995236700907
